date,unit_id,loss_category,system,subsystem,component,loss_usd,linked_event_id
2023-08-01,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,734.85,
2023-08-01,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1837.12,
2023-08-01,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1102.27,
2023-08-01,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,267.22,
2023-08-01,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,400.83,
2023-08-01,STS-U1,Energy,Electrical,Transformers,GSU Transformer,668.04,
2023-08-01,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1102.28,
2023-08-01,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,400.83,
2023-08-01,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,501.04,
2023-08-01,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1112.6,
2023-08-01,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,247.24,
2023-08-01,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,741.73,
2023-08-01,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,370.87,
2023-08-01,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,70.02,
2023-08-01,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,175.05,
2023-08-01,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,105.03,
2023-08-01,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,494.13,EVT-2024-06-AUXDRIFT
2023-08-01,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,823.56,EVT-2024-06-AUXDRIFT
2023-08-01,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,329.42,EVT-2024-06-AUXDRIFT
2023-08-01,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,32.13,
2023-08-01,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,48.19,
2023-08-01,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,80.32,
2023-08-01,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,452.95,
2023-08-01,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,164.71,
2023-08-01,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,205.89,
2023-08-02,STS-U1,Capacity,Boiler,Availability,Unit 1,15272.73,
2023-08-02,STS-U1,Capacity,Controls,Availability,Unit 1,1090.91,
2023-08-02,STS-U1,Capacity,Electrical,Availability,Unit 1,2181.82,
2023-08-02,STS-U1,Capacity,Plant,Availability,Unit 1,3272.73,
2023-08-02,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,4562.48,
2023-08-02,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,1013.89,
2023-08-02,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,3041.66,
2023-08-02,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1520.83,
2023-08-02,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,769.15,
2023-08-02,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1922.88,
2023-08-02,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1153.73,
2023-08-02,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,279.69,
2023-08-02,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,419.54,
2023-08-02,STS-U1,Energy,Electrical,Transformers,GSU Transformer,699.23,
2023-08-02,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1153.73,
2023-08-02,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,419.54,
2023-08-02,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,524.42,
2023-08-02,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1081.59,
2023-08-02,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,240.35,
2023-08-02,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,721.06,
2023-08-02,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,360.53,
2023-08-02,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,64.69,
2023-08-02,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,161.72,
2023-08-02,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,97.03,
2023-08-02,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,443.47,EVT-2024-06-AUXDRIFT
2023-08-02,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,739.12,EVT-2024-06-AUXDRIFT
2023-08-02,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,295.65,EVT-2024-06-AUXDRIFT
2023-08-02,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,29.94,
2023-08-02,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,44.92,
2023-08-02,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,74.86,
2023-08-02,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,406.51,
2023-08-02,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,147.8,
2023-08-02,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,184.78,
2023-08-03,STS-U1,Capacity,Boiler,Availability,Unit 1,15272.73,
2023-08-03,STS-U1,Capacity,Controls,Availability,Unit 1,1090.91,
2023-08-03,STS-U1,Capacity,Electrical,Availability,Unit 1,2181.82,
2023-08-03,STS-U1,Capacity,Plant,Availability,Unit 1,3272.73,
2023-08-03,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,4412.16,
2023-08-03,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,980.48,
2023-08-03,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,2941.44,
2023-08-03,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1470.72,
2023-08-03,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,743.81,
2023-08-03,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1859.53,
2023-08-03,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1115.72,
2023-08-03,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,270.48,
2023-08-03,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,405.72,
2023-08-03,STS-U1,Energy,Electrical,Transformers,GSU Transformer,676.2,
2023-08-03,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1115.72,
2023-08-03,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,405.72,
2023-08-03,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,507.14,
2023-08-03,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1020.95,
2023-08-03,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,226.88,
2023-08-03,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,680.63,
2023-08-03,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,340.32,
2023-08-03,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,59.96,
2023-08-03,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,149.9,
2023-08-03,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,89.94,
2023-08-03,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,406.63,EVT-2024-06-AUXDRIFT
2023-08-03,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,677.72,EVT-2024-06-AUXDRIFT
2023-08-03,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,271.09,EVT-2024-06-AUXDRIFT
2023-08-03,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,27.85,
2023-08-03,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,41.77,
2023-08-03,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,69.61,
2023-08-03,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,372.75,
2023-08-03,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,135.52,
2023-08-03,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,169.43,
2023-08-04,STS-U1,Capacity,Boiler,Availability,Unit 1,15272.73,
2023-08-04,STS-U1,Capacity,Controls,Availability,Unit 1,1090.91,
2023-08-04,STS-U1,Capacity,Electrical,Availability,Unit 1,2181.82,
2023-08-04,STS-U1,Capacity,Plant,Availability,Unit 1,3272.73,
2023-08-04,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,4397.13,
2023-08-04,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,977.14,
2023-08-04,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,2931.42,
2023-08-04,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1465.71,
2023-08-04,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,741.28,
2023-08-04,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1853.2,
2023-08-04,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1111.92,
2023-08-04,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,269.56,
2023-08-04,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,404.33,
2023-08-04,STS-U1,Energy,Electrical,Transformers,GSU Transformer,673.89,
2023-08-04,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1111.92,
2023-08-04,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,404.33,
2023-08-04,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,505.42,
2023-08-04,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1052.22,
2023-08-04,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,233.83,
2023-08-04,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,701.48,
2023-08-04,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,350.74,
2023-08-04,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,63.36,
2023-08-04,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,158.4,
2023-08-04,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,95.04,
2023-08-04,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,436.13,EVT-2024-06-AUXDRIFT
2023-08-04,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,726.88,EVT-2024-06-AUXDRIFT
2023-08-04,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,290.75,EVT-2024-06-AUXDRIFT
2023-08-04,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,29.29,
2023-08-04,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,43.94,
2023-08-04,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,73.24,
2023-08-04,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,399.78,
2023-08-04,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,145.36,
2023-08-04,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,181.72,
2023-08-05,STS-U1,Capacity,Boiler,Availability,Unit 1,15272.73,
2023-08-05,STS-U1,Capacity,Controls,Availability,Unit 1,1090.91,
2023-08-05,STS-U1,Capacity,Electrical,Availability,Unit 1,2181.82,
2023-08-05,STS-U1,Capacity,Plant,Availability,Unit 1,3272.73,
2023-08-05,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,4376.52,
2023-08-05,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,972.56,
2023-08-05,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,2917.68,
2023-08-05,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1458.84,
2023-08-05,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,737.8,
2023-08-05,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1844.51,
2023-08-05,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1106.71,
2023-08-05,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,268.29,
2023-08-05,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,402.44,
2023-08-05,STS-U1,Energy,Electrical,Transformers,GSU Transformer,670.73,
2023-08-05,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1106.7,
2023-08-05,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,402.44,
2023-08-05,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,503.05,
2023-08-05,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1003.52,
2023-08-05,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,223.0,
2023-08-05,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,669.01,
2023-08-05,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,334.51,
2023-08-05,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,58.52,
2023-08-05,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,146.31,
2023-08-05,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,87.79,
2023-08-05,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,395.18,EVT-2024-06-AUXDRIFT
2023-08-05,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,658.64,EVT-2024-06-AUXDRIFT
2023-08-05,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,263.46,EVT-2024-06-AUXDRIFT
2023-08-05,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,27.21,
2023-08-05,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,40.82,
2023-08-05,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,68.03,
2023-08-05,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,362.25,
2023-08-05,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,131.7,
2023-08-05,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,164.66,
2023-08-06,STS-U1,Capacity,Boiler,Availability,Unit 1,15272.73,
2023-08-06,STS-U1,Capacity,Controls,Availability,Unit 1,1090.91,
2023-08-06,STS-U1,Capacity,Electrical,Availability,Unit 1,2181.82,
2023-08-06,STS-U1,Capacity,Plant,Availability,Unit 1,3272.73,
2023-08-06,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,4341.84,
2023-08-06,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,964.85,
2023-08-06,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,2894.56,
2023-08-06,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1447.28,
2023-08-06,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,731.96,
2023-08-06,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1829.9,
2023-08-06,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1097.94,
2023-08-06,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,266.17,
2023-08-06,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,399.25,
2023-08-06,STS-U1,Energy,Electrical,Transformers,GSU Transformer,665.42,
2023-08-06,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1097.94,
2023-08-06,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,399.25,
2023-08-06,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,499.06,
2023-08-06,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1052.69,
2023-08-06,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,233.93,
2023-08-06,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,701.8,
2023-08-06,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,350.9,
2023-08-06,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,63.99,
2023-08-06,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,159.96,
2023-08-06,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,95.98,
2023-08-06,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,442.83,EVT-2024-06-AUXDRIFT
2023-08-06,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,738.04,EVT-2024-06-AUXDRIFT
2023-08-06,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,295.22,EVT-2024-06-AUXDRIFT
2023-08-06,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,29.54,
2023-08-06,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,44.3,
2023-08-06,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,73.84,
2023-08-06,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,405.92,
2023-08-06,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,147.58,
2023-08-06,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,184.51,
2023-08-07,STS-U1,Capacity,Boiler,Availability,Unit 1,15272.73,
2023-08-07,STS-U1,Capacity,Controls,Availability,Unit 1,1090.91,
2023-08-07,STS-U1,Capacity,Electrical,Availability,Unit 1,2181.82,
2023-08-07,STS-U1,Capacity,Plant,Availability,Unit 1,3272.73,
2023-08-07,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,4518.68,
2023-08-07,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,1004.15,
2023-08-07,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,3012.45,
2023-08-07,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1506.22,
2023-08-07,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,761.77,
2023-08-07,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1904.42,
2023-08-07,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1142.66,
2023-08-07,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,277.01,
2023-08-07,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,415.51,
2023-08-07,STS-U1,Energy,Electrical,Transformers,GSU Transformer,692.52,
2023-08-07,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1142.65,
2023-08-07,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,415.51,
2023-08-07,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,519.39,
2023-08-07,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1058.27,
2023-08-07,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,235.17,
2023-08-07,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,705.51,
2023-08-07,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,352.76,
2023-08-07,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,62.72,
2023-08-07,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,156.81,
2023-08-07,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,94.09,
2023-08-07,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,427.71,EVT-2024-06-AUXDRIFT
2023-08-07,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,712.84,EVT-2024-06-AUXDRIFT
2023-08-07,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,285.14,EVT-2024-06-AUXDRIFT
2023-08-07,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,29.08,
2023-08-07,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,43.62,
2023-08-07,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,72.7,
2023-08-07,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,392.07,
2023-08-07,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,142.56,
2023-08-07,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,178.21,
2023-08-08,STS-U1,Capacity,Boiler,Availability,Unit 1,15272.73,
2023-08-08,STS-U1,Capacity,Controls,Availability,Unit 1,1090.91,
2023-08-08,STS-U1,Capacity,Electrical,Availability,Unit 1,2181.82,
2023-08-08,STS-U1,Capacity,Plant,Availability,Unit 1,3272.73,
2023-08-08,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,4431.7,
2023-08-08,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,984.82,
2023-08-08,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,2954.47,
2023-08-08,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1477.23,
2023-08-08,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,747.11,
2023-08-08,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1867.76,
2023-08-08,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1120.66,
2023-08-08,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,271.68,
2023-08-08,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,407.51,
2023-08-08,STS-U1,Energy,Electrical,Transformers,GSU Transformer,679.19,
2023-08-08,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1120.66,
2023-08-08,STS-U1,Energy,Turbine,Lube Oil System,Lube Oil / Coolers,407.51,
2023-08-08,STS-U1,Energy,Turbine,Steam Path & Valves,HP Control Valves,509.39,
2023-08-08,STS-U1,Penalty,Boiler,Air & Flue Gas Path,ID Fan / Dampers,1063.82,
2023-08-08,STS-U1,Penalty,Boiler,Combustion Control,O₂ Trim / Draft Loop,236.41,
2023-08-08,STS-U1,Penalty,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,709.22,
2023-08-08,STS-U1,Penalty,Boiler,Heat Transfer Surfaces,Superheater / Economizer,354.61,
2023-08-08,STS-U1,Penalty,Controls,Actuators,Damper / Valve Actuators,64.2,
2023-08-08,STS-U1,Penalty,Controls,DCS & Control Logic,Unit DCS,160.51,
2023-08-08,STS-U1,Penalty,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,96.31,
2023-08-08,STS-U1,Penalty,Cooling,Circulating Water System,CW Pumps / Strainers,442.52,EVT-2024-06-AUXDRIFT
2023-08-08,STS-U1,Penalty,Cooling,Condenser & Vacuum,Surface Condenser,737.52,EVT-2024-06-AUXDRIFT
2023-08-08,STS-U1,Penalty,Cooling,Cooling Tower,CT Fans / Fill,295.01,EVT-2024-06-AUXDRIFT
2023-08-08,STS-U1,Penalty,Electrical,Station Service,Aux Transformer / MCC,29.67,
2023-08-08,STS-U1,Penalty,Electrical,Switchyard,Breakers / Protection,44.51,
2023-08-08,STS-U1,Penalty,Electrical,Transformers,GSU Transformer,74.18,
2023-08-08,STS-U1,Penalty,Turbine,Bearings & Vibration,Turbine Bearing #2,405.64,
2023-08-08,STS-U1,Penalty,Turbine,Lube Oil System,Lube Oil / Coolers,147.5,
2023-08-08,STS-U1,Penalty,Turbine,Steam Path & Valves,HP Control Valves,184.38,
2023-08-09,STS-U1,Capacity,Boiler,Availability,Unit 1,15272.73,
2023-08-09,STS-U1,Capacity,Controls,Availability,Unit 1,1090.91,
2023-08-09,STS-U1,Capacity,Electrical,Availability,Unit 1,2181.82,
2023-08-09,STS-U1,Capacity,Plant,Availability,Unit 1,3272.73,
2023-08-09,STS-U1,Energy,Boiler,Air & Flue Gas Path,ID Fan / Dampers,4657.74,
2023-08-09,STS-U1,Energy,Boiler,Combustion Control,O₂ Trim / Draft Loop,1035.05,
2023-08-09,STS-U1,Energy,Boiler,Fuel Prep & Milling,Coal Mills / Feeders,3105.16,
2023-08-09,STS-U1,Energy,Boiler,Heat Transfer Surfaces,Superheater / Economizer,1552.58,
2023-08-09,STS-U1,Energy,Controls,Actuators,Damper / Valve Actuators,785.21,
2023-08-09,STS-U1,Energy,Controls,DCS & Control Logic,Unit DCS,1963.04,
2023-08-09,STS-U1,Energy,Controls,Instrumentation & Sensors,Draft DP / O₂ Analyzers,1177.82,
2023-08-09,STS-U1,Energy,Electrical,Station Service,Aux Transformer / MCC,285.53,
2023-08-09,STS-U1,Energy,Electrical,Switchyard,Breakers / Protection,428.3,
2023-08-09,STS-U1,Energy,Electrical,Transformers,GSU Transformer,713.83,
2023-08-09,STS-U1,Energy,Turbine,Bearings & Vibration,Turbine Bearing #2,1177.82,
